time,hydro_2_5,spectral_log_ratio_4p5_8_over_8_16,effect_tremor_5_15,rainfall_mm,pressure_drop,GNSS_deformation_rate
2019-10-30 00:00:00+00:00,1.4874200255043976e-06,0.37283295893556057,0.0,0.0,0.3000000000000682,-0.0023899999999999998
2019-10-30 01:00:00+00:00,1.4158561415643494e-06,0.3921461905167212,0.0,0.0,0.5,-0.0023899999999999998
2019-10-30 02:00:00+00:00,1.369567544700637e-06,0.3921461905167212,0.03788357251627161,0.0,0.6000000000000227,-0.0023899999999999998
2019-10-30 03:00:00+00:00,1.3633320189391641e-06,0.3737497546601021,0.0153626922236203,0.0,1.0,-0.0023899999999999998
2019-10-30 04:00:00+00:00,1.337143879345812e-06,0.3296540848052997,0.12318045665882416,0.0,0.5,-0.0023899999999999998
2019-10-30 05:00:00+00:00,1.364313905783041e-06,0.2930820253719614,0.42004747457454883,0.0,0.0,-0.0023899999999999998
2019-10-30 06:00:00+00:00,1.4021321394184727e-06,0.23775738566759097,0.3311690348420022,0.0,-0.3000000000000682,-0.0023899999999999998
2019-10-30 07:00:00+00:00,1.376269639856958e-06,0.13511337778325272,0.2787168137817382,0.0,-0.5,-0.0023899999999999998
2019-10-30 08:00:00+00:00,1.362799430475717e-06,-0.07524858902401435,0.21907280653264571,0.0,-0.5,-0.0023899999999999998
2019-10-30 09:00:00+00:00,1.3815823154791595e-06,-0.22171229327509323,0.23463713586839852,0.0,-0.2999999999999545,-0.0023899999999999998
2019-10-30 10:00:00+00:00,1.3527805015863536e-06,-0.22171229327509323,0.13513890312006183,0.0,-0.20000000000004547,-0.0023899999999999998
2019-10-30 11:00:00+00:00,1.3146546498078922e-06,-0.22171229327509323,0.03910067522228111,0.0,0.39999999999997726,-0.0023899999999999998
2019-10-30 12:00:00+00:00,1.370117647899318e-06,-0.20115778772095982,0.18973502600424652,0.0,0.5,-0.0023899999999999998
2019-10-30 13:00:00+00:00,1.340341041141181e-06,-0.15526369294117393,0.17125686399339912,0.0,0.20000000000004547,-0.0023899999999999998
2019-10-30 14:00:00+00:00,1.3427815287429137e-06,-0.1325275899982155,0.3910741353407623,0.0,0.39999999999997726,-0.0023899999999999998
