network,station,location,channel,date,ok,n_traces,coverage_fraction,sample_rates,error,distance_km,lat,lon,metadata_start_date,metadata_end_date
IV,MILZ,,VHZ,2008-04-15,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-16,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-17,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-18,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-19,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-20,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-21,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-22,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-23,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-24,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-25,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-26,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-27,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-28,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-29,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-04-30,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-05-01,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-05-02,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-05-03,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-05-04,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-05-05,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-05-06,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-05-07,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-05-08,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-05-09,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-05-10,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-05-11,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-05-12,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,MILZ,,VHZ,2008-05-13,False,0,0.0,,No data available for request.,61.64477547271431,38.2713,15.2313,2008-02-26,open/unknown
IV,SSY,,BHZ,2008-04-12,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-13,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-14,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-15,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-16,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-17,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-18,True,1,0.9999166666666668,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-19,True,1,0.9999166666666668,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-20,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-21,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-22,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-23,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-24,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-25,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-26,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-27,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-28,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-29,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-04-30,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-05-01,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-05-02,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-05-03,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-05-04,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-05-05,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-05-06,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-05-07,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-05-08,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-05-09,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-05-10,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-05-11,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-05-12,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,BHZ,2008-05-13,True,1,1.0,20.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-12,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-13,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-14,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-15,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-16,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-17,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-18,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-19,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-20,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-21,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-22,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-23,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-24,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-25,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-26,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-27,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-28,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-29,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-04-30,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-05-01,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-05-02,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-05-03,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-05-04,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-05-05,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-05-06,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-05-07,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-05-08,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-05-09,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-05-10,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-05-11,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-05-12,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,HHZ,2008-05-13,True,1,1.0,100.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-12,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-13,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-14,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-15,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-16,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-17,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-18,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-19,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-20,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-21,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-22,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-23,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-24,True,1,0.9983333333333333,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-25,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-26,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-27,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-28,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-29,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-04-30,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-05-01,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-05-02,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-05-03,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-05-04,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-05-05,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-05-06,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-05-07,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-05-08,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-05-09,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-05-10,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-05-11,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-05-12,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,LHZ,2008-05-13,True,1,1.0,1.0,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-12,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-13,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-14,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-15,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-16,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-17,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-18,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-19,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-20,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-21,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-22,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-23,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-24,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-25,True,1,0.9833333333333333,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-26,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-27,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-28,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-29,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-04-30,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-05-01,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-05-02,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-05-03,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-05-04,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-05-05,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-05-06,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-05-07,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-05-08,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-05-09,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-05-10,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-05-11,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-05-12,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,SSY,,VHZ,2008-05-13,True,1,1.0,0.1,,65.9687366486017,37.1577,15.0737,2005-06-01,2023-03-13
IV,MTTG,,BHZ,2008-04-12,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-13,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-14,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-15,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-16,True,1,0.9999166666666668,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-17,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-18,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-19,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-20,True,1,0.9999166666666668,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-21,True,1,0.9999166666666668,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-22,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-23,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-24,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-25,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-26,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-27,True,1,0.9999166666666668,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-28,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-29,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-04-30,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-05-01,True,1,0.9999166666666668,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-05-02,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-05-03,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-05-04,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-05-05,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-05-06,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-05-07,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-05-08,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-05-09,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-05-10,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-05-11,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-05-12,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,BHZ,2008-05-13,True,1,1.0,20.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-12,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-13,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-14,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-15,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-16,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-17,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-18,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-19,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-20,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-21,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-22,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-23,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-24,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-25,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-26,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-27,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-28,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-29,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-04-30,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-05-01,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-05-02,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
IV,MTTG,,HHZ,2008-05-03,True,1,1.0,100.0,,67.74492694370812,38.0031,15.69992,2007-01-24,2025-11-07
